HVCN1	3.09751551670481e-11
NXPH4	4.54878534532498e-10
CDHR5	6.43323801890578e-10
SCT	1.22496382995706e-09
SLC7A5	3.34216103521617e-09
CELF5	3.81378957644288e-09
METRNL	3.99741033936143e-09
CA5A	4.25221432266414e-09
ZDHHC20	5.93255271835004e-09
SLA	8.31630600872521e-09
TGIF1	1.06121658986527e-08
S100Z	1.31307939215337e-08
C10ORF10	1.34638038902829e-08
ADAMTS1	1.42997663520895e-08
ZBTB17	1.68409669717664e-08
RNF126	1.86328440807233e-08
IGHA1	1.98200295064302e-08
IRF7	1.9890764062369e-08
NCAM2	2.21458024087477e-08
TM6SF1	2.24670994964677e-08
RAPGEF1	2.45049800605183e-08
ANP32A-IT1	3.12749872163086e-08
MANEA	3.24274325217526e-08
DPP4	3.42750431962777e-08
FOXP4-AS1	3.62557957356725e-08
SLC29A4	3.71385323887886e-08
ACSF3	4.21031404265627e-08
GIPR	4.45992587865891e-08
ACRC	4.9026124524949e-08
CXCR3	4.9026124524949e-08
AGO2	5.34624583046633e-08
NFKBIZ	7.9645569814062e-08
STAT5A	9.54988278955491e-08
KLHDC4	9.88351169553583e-08
SLA2	9.97576857933892e-08
ELL2	1.13208834723468e-07
NPHP3	1.24809906466502e-07
DNAH1	1.31643357767596e-07
SERPINF2	1.48415775036683e-07
INPP5F	1.56423911455277e-07
SHMT2	1.71702303631477e-07
RAMP1	1.72866262738698e-07
CD82	2.05784380766233e-07
RCAN3	2.21520802171593e-07
PMEPA1	2.27605497929556e-07
TNIP2	2.4704786842892e-07
C2ORF74	2.69146103526224e-07
SSB	2.70079628585571e-07
SSU72	2.76410845335922e-07
ENTPD6	2.77694458870293e-07
IFITM10	2.87286628861505e-07
RIN3	2.97903468383093e-07
FAM213B	3.15040620002823e-07
RGCC	4.21491527474704e-07
TNFRSF18	4.2393917266449e-07
LOC390937	4.4050630470289e-07
DRD4	5.08159685830312e-07
PQLC3	5.29832213861244e-07
NFATC2	5.85739469327852e-07
B3GNT7	6.31293782130447e-07
ARL6	6.54366949321409e-07
TG	6.8053610796494e-07
TCF7	7.17992544033106e-07
PDE4A	7.41905971432335e-07
HAS1	7.47860069295963e-07
MATN1-AS1	7.69263087502205e-07
HSPA2	8.06848417422768e-07
PPP1R36	8.06848417422768e-07
SUSD1	8.09914152096168e-07
ITGAX	8.22423987371591e-07
IL21R	8.45399119564462e-07
SQSTM1	8.9742432282734e-07
SELO	9.66549575677877e-07
C16ORF72	9.72736954794027e-07
TAF4B	9.75127671713494e-07
MMP25	1.02030673547909e-06
PHRF1	1.07355750064778e-06
SHD	1.07700920722398e-06
TRIP4	1.16988969296488e-06
DYNLRB2	1.18067525856461e-06
IL1B	1.19111999858142e-06
TNFRSF4	1.22538715384404e-06
BRSK2	1.26982779417564e-06
CRELD2	1.28625798021064e-06
IGHM	1.29773582482038e-06
MATN1	1.29949756620119e-06
PCGF5	1.30772442586022e-06
DOCK1	1.36786373337705e-06
LITAF	1.39970036264921e-06
GABPB2	1.4084883026901e-06
LRRC16B	1.58280964276872e-06
GNG4	1.59991796529428e-06
CCSER2	1.60943895938515e-06
CENPU	1.62611856296945e-06
OTULIN	1.6957839871471e-06
SORL1	1.7168624182359e-06
TBCD	1.72450239471923e-06
ANP32A	1.72653902885931e-06
PANX2	1.73385519523602e-06
NAF1	1.76078188061906e-06
VASH1	1.80373300737556e-06
HYI	1.80983936703078e-06
IGHE	1.84151002732117e-06
KIAA0101	1.88846315430505e-06
SEC22B	1.90166751206796e-06
TNFRSF1B	1.93166564950854e-06
CCDC97	1.94215178931358e-06
BMP8A	1.95505965505305e-06
CLNK	1.97244760604619e-06
PEX16	1.97891644488749e-06
CERS5	2.00866813924142e-06
FAM53B	2.17154878109711e-06
KPNB1	2.19783710394102e-06
MDFIC	2.20279026347806e-06
C19ORF38	2.22615883737701e-06
MRPS6	2.24860336306251e-06
ZNF627	2.45770066580146e-06
KCNA6	2.49109060167594e-06
CD58	2.53519200311609e-06
TBC1D32	2.56198553719531e-06
RUNX3	2.5793565369978e-06
SEPT2	2.62047904502856e-06
BBS5	2.64788040221859e-06
FGR	2.66220340422813e-06
LY6G5C	2.77949780794336e-06
FXYD2	2.81651644541465e-06
FMNL3	2.87076079560157e-06
VPS4A	2.88740454872096e-06
ZNF674	2.89745948156242e-06
EN1	2.96806096369415e-06
RFFL	3.05229149697091e-06
CTBS	3.09981704686984e-06
IL37	3.10424789975959e-06
TRABD	3.2002138055475e-06
SEMA6C	3.23831466678944e-06
C10ORF131	3.26251139077592e-06
EME1	3.35287509216268e-06
ACOX3	3.49448033649281e-06
RAB27A	3.5076694848254e-06
USP8	3.51831370589775e-06
SYT3	3.5324622545492e-06
TNFSF9	3.5925611436135e-06
VGLL1	3.60391488279151e-06
ANGPTL5	3.63777460835145e-06
KIAA1377	3.63777460835145e-06
FAIM3	3.64194200968709e-06
ACOXL	3.66898940780847e-06
CLUL1	3.74479389589034e-06
ADAP1	3.77026980947663e-06
LIN7C	3.77421957361001e-06
MYH9	3.80460613456578e-06
PLXDC1	3.85979840982027e-06
CYBA	3.9229607351921e-06
PTPN12	3.93362350471252e-06
RELB	3.96158467587523e-06
IL20RB	3.97549022953208e-06
PTRH2	4.06495925675726e-06
AURKAIP1	4.22650363360789e-06
BAP1	4.44950626049589e-06
ZNF750	4.47315045087254e-06
PDXK	4.6159809662296e-06
N4BP2L1	4.66573383803069e-06
AXIN1	4.71749278913046e-06
COL10A1	4.72578019271211e-06
ARHGAP12	4.72858166718767e-06
CEBPZ	4.77691345870393e-06
ZNF658	4.81043884987652e-06
ZNF91	4.8610471888307e-06
CXCL13	4.98457577445154e-06
PIGR	5.03419371287109e-06
P2RX4	5.21612655992861e-06
TMEM200A	5.21791569144339e-06
ELL	5.26742945083558e-06
APOA5	5.37932386128929e-06
HPS1	5.38878300870661e-06
RABGGTB	5.63733644916691e-06
PROM1	5.70787523073342e-06
SERPINB9P1	5.7083447885219e-06
RASSF3	5.79797590224104e-06
DMRT1	5.83991766725751e-06
SMAD7	5.86180434306446e-06
ACVR1B	5.89950593807647e-06
PLEKHA2	5.9157582162799e-06
LRRFIP1	5.97069146471214e-06
CR1L	6.15635567759054e-06
BANP	6.27707564112503e-06
PPP1R16B	6.37934608805074e-06
SEMA4D	6.44350520510735e-06
STK40	6.62128914643695e-06
SPTLC2	6.70266170728225e-06
ANKRD34A	6.90612859408767e-06
DNAH2	6.90836142977698e-06
TM2D3	7.06790859168422e-06
CIB3	7.09917667868465e-06
MINOS1-NBL1	7.22281953042669e-06
LINC00263	7.26922837894782e-06
CCM2	7.30039819989571e-06
SLC1A5	7.3015442177756e-06
AIRN	7.80572835521815e-06
RDX	7.8211222433774e-06
MAGED2	7.84819114083208e-06
GPX4	8.16400171897455e-06
KCNH4	8.24172689280198e-06
FAM49B	8.27710129847829e-06
SLC22A3	8.35991712597911e-06
ISCA2	8.38082578449103e-06
SLFN13	8.74672485586824e-06
TMEM39A	8.81268178615445e-06
C20ORF203	8.92144082864738e-06
KLHL21	8.94203276325517e-06
HPSE2	8.97844217967386e-06
NCALD	9.01097304057281e-06
HAUS3	9.08558627082278e-06
CDYL	9.29445693615748e-06
POLN	9.34806273552166e-06
FAM3A	9.36551036128159e-06
AGRN	9.38501121556589e-06
FARP2	9.46506617730955e-06
TRAF2	9.55655279417124e-06
SPATA22	9.73867516174565e-06
TMEM72	9.75043003220448e-06
SMIM1	9.77481395915839e-06
CSNK1D	9.96592603899187e-06
LINC00528	1.01383531283442e-05
SLC15A4	1.02406555754993e-05
ENAM	1.05410795275302e-05
PYROXD2	1.09574773225131e-05
ZEB2	1.108285212394e-05
FXYD6-FXYD2	1.11616979964998e-05
PLEC	1.13821123397965e-05
ASCL2	1.15217825557322e-05
DUSP2	1.16433303402247e-05
ZNHIT1	1.16525071976552e-05
ZNF764	1.18839261124551e-05
CCIN	1.2133684807403e-05
ZNF608	1.21900198378709e-05
PLP2	1.22603046680788e-05
ARHGEF18	1.2572176721704e-05
SCGB1C1	1.26372906383824e-05
PIGQ	1.2656799412314e-05
FAM71B	1.27077534680947e-05
SLC5A3	1.27270020415739e-05
OLR1	1.27274378854609e-05
S1PR5	1.27609181168127e-05
SECTM1	1.28813382869901e-05
ZNF71	1.3208439605431e-05
GFOD1	1.32423426621802e-05
ATP5B	1.32762935551714e-05
TRS-AGA2-4	1.32835332816995e-05
MMEL1	1.32967363498581e-05
FXYD3	1.33835254165077e-05
MIA2	1.34463467002002e-05
CD7	1.34477208426533e-05
SLC23A2	1.35331757432706e-05
RANBP17	1.37093975193971e-05
CCDC69	1.3733400388556e-05
BACH2	1.37506077223989e-05
SKI	1.37605515679423e-05
EDEM1	1.37803126857965e-05
SRM	1.39949124605053e-05
CD247	1.41459197532445e-05
BDNF-AS	1.42087104267846e-05
BAZ2A	1.42162227203517e-05
MIS18A	1.44754915738221e-05
SCAF8	1.45294409096909e-05
PTK2B	1.53580988823887e-05
EIF2D	1.55701427562677e-05
MFF	1.56095335936356e-05
OPTN	1.58044887350974e-05
FAM167A	1.60233526750054e-05
DEFA5	1.61827654386016e-05
