HVCN1	1.32626587735359e-11
NXPH4	8.15811102190777e-11
CDHR5	8.27307946585624e-11
SLC7A5	1.73144554548924e-10
SCT	1.84455858784339e-10
S100Z	3.45656610196687e-10
NCAM2	3.59737811238511e-10
C10ORF10	6.86975724479261e-10
RNF126	7.52580649836777e-10
METRNL	8.25996700401196e-10
ZBTB17	1.19115454043187e-09
ADAMTS1	1.40526877849633e-09
CA5A	1.44817529730156e-09
CELF5	1.53247603393354e-09
IRF7	1.88619410635297e-09
TGIF1	2.19335125498566e-09
DPP4	2.34320430872192e-09
MANEA	4.00787034148393e-09
GIPR	4.17136907588685e-09
SLA	5.48849259632531e-09
ZDHHC20	7.68640667575735e-09
SLC29A4	8.27418257691969e-09
STAT5A	8.70200588122946e-09
TM6SF1	8.94190999877457e-09
AGO2	9.03203884287142e-09
SHMT2	9.83863824165783e-09
FOXP4-AS1	1.08405747369018e-08
ELL2	1.10889384299405e-08
ACSF3	1.28678009480293e-08
RAPGEF1	1.3595172315028e-08
TNIP2	1.57040289909225e-08
IGHA1	1.58211737488539e-08
DOCK1	1.84638870527821e-08
NPHP3	1.88047739799635e-08
SLA2	2.07535297154201e-08
RCAN3	2.09053680584089e-08
SSU72	2.5109065351444e-08
ANP32A-IT1	2.55833546644709e-08
ENTPD6	2.69772343348333e-08
KLHDC4	2.74797998488315e-08
DNAH1	2.85832665914274e-08
DYNLRB2	2.91608862944839e-08
TNFRSF18	3.12193762800574e-08
MATN1-AS1	3.38757420920919e-08
PQLC3	3.44495555229754e-08
PMEPA1	3.52535545738522e-08
ACRC	3.85017786598436e-08
CXCR3	3.85017786598436e-08
INPP5F	4.05610362485908e-08
IFITM10	4.76649919866814e-08
KPNB1	5.5600497688165e-08
RAMP1	5.77621657102083e-08
SSB	6.07212026926818e-08
LOC390937	6.50402956885854e-08
MATN1	7.26909240055224e-08
NFKBIZ	7.57211622673947e-08
CLNK	8.27042424101209e-08
VGLL1	8.61574380865229e-08
SERPINF2	8.65036311471993e-08
SELO	9.21448703922197e-08
CENPU	9.74696351061672e-08
CCDC97	1.1909000826996e-07
PHRF1	1.29976150919607e-07
TNFRSF4	1.36747121897806e-07
CD82	1.47529715291605e-07
HAS1	1.4967296240077e-07
SHD	1.51585348957921e-07
SUSD1	1.53085228884386e-07
FAM213B	1.54763048419154e-07
HSPA2	1.67586206455207e-07
PPP1R36	1.67586206455207e-07
BMP8A	1.75754124789276e-07
RGCC	1.91087594018333e-07
BRSK2	2.10152832428852e-07
C2ORF74	2.55182096973592e-07
SQSTM1	2.66161732253505e-07
MMP25	2.68595382904555e-07
CRELD2	2.80850809791932e-07
NAF1	2.85553041340642e-07
C19ORF38	2.8857739395044e-07
TBCD	2.97574500947517e-07
BAP1	2.9862664536175e-07
PDE4A	2.99563391691442e-07
GABPB2	3.02786254625709e-07
DRD4	3.13003311022774e-07
RUNX3	3.16887835687725e-07
PCGF5	3.2897153285434e-07
TRIP4	3.48304350746492e-07
CYBA	3.50738380459561e-07
C16ORF72	3.54185892095496e-07
HYI	3.56341646977316e-07
TMEM72	3.5773302112615e-07
IL21R	4.11337688082029e-07
VASH1	4.12611270033762e-07
SEPT2	4.22237751542105e-07
SMAD7	4.2270552939482e-07
PEX16	4.2659802760163e-07
KIAA0101	4.2758166109201e-07
LY6G5C	4.56059601777697e-07
NFATC2	5.19705437847428e-07
VPS4A	5.20678353487882e-07
TG	5.21090662501707e-07
HAUS3	5.2961057271855e-07
POLN	5.32086939192863e-07
SLC22A3	5.33887748551812e-07
ENAM	5.40396446476037e-07
PDXK	5.50545654586665e-07
LRRC16B	5.77539987333217e-07
C10ORF131	5.79941597344517e-07
TAF4B	5.86061594572295e-07
PYROXD2	5.97056254323418e-07
OTULIN	5.99165342119005e-07
B3GNT7	6.43391025214393e-07
ADAP1	6.55183211699291e-07
LITAF	6.79830438672807e-07
PPP3CB	7.15004053016711e-07
PPP3CB-AS1	7.15004053016711e-07
ARL6	7.42197835782979e-07
SEMA6C	7.4493356366523e-07
RIN3	7.50985092561365e-07
TRABD	7.78956860592076e-07
ZNF750	7.86220662210128e-07
MFF	8.00683588444103e-07
PANX2	8.32880491958235e-07
FAM53B	8.35612224154972e-07
TCF7	8.55123321934357e-07
PLEKHA2	8.81088055016467e-07
CERS5	9.21853814515498e-07
N4BP2L1	9.25828402108438e-07
ARHGAP12	9.41301549796969e-07
AGRN	9.44215827704548e-07
TNFSF9	9.58082093296169e-07
FARP2	9.84033291684802e-07
BBS5	9.93306779508857e-07
TNFRSF1B	1.01741950747362e-06
PRR4	1.01894513151164e-06
RABGGTB	1.0224771965751e-06
ACVR1B	1.02894050260095e-06
CPNE8	1.09011906629025e-06
ACOX3	1.09281868812779e-06
MDFIC	1.10190757359139e-06
FGR	1.12953720553478e-06
FILIP1L	1.16478265279227e-06
DNAH2	1.18029689540094e-06
ARHGEF18	1.18073069451636e-06
MIA2	1.18883783220057e-06
MIR614	1.19288585586289e-06
ZNF608	1.19810340112253e-06
AURKAIP1	1.19965369104222e-06
CIB3	1.21290207707989e-06
PLEC	1.2221796853803e-06
MRPS6	1.22958438021869e-06
ANKRD34A	1.23282448432492e-06
IL20RB	1.23481968931927e-06
TMEM200A	1.23638497012404e-06
PDCD1	1.26341784852854e-06
PTRH2	1.30460047225787e-06
KCNA6	1.31287014796444e-06
ITGAX	1.32800049025253e-06
SKI	1.33356120221831e-06
ZNF658	1.3353240311734e-06
CD58	1.37855802402753e-06
CCM2	1.37866730353914e-06
AXIN1	1.4094269642647e-06
SORL1	1.42139807754669e-06
ZNF674	1.42918190442847e-06
LINC00263	1.44004387003566e-06
SLC1A5	1.44961962560005e-06
